,Set_1_A,MA_A,MB_A,Set_2_A,ATname_A,com_name_A,com_names_A,gene_fam_size_A,med_exp_level_A,max_exp_level_A,sim1_paralog_ks_A,ka_ks_evolve_rate_A,sim2_paralogs_max_perID_A,GO slimes_A,GO terms_A,Set_1_B,MA_B,MB_B,Set_2_B,ATname_B,com_name_B,com_names_B,gene_fam_size_B,med_exp_level_B,max_exp_level_B,sim1_paralog_ks_B,ka_ks_evolve_rate_B,sim2_paralogs_max_perID_B,GO slimes_B,GO terms_B,gene_fam_size_C,sim1_paralog_ks_C,med_exp_ratio_A/B,max_exp_ratio_A/B
111,736,AT3G53680,AT2G37520,736,AT3G53680,AT3G53680,at3g53680,7.0,53.06208905,624.6331333,0.663,0.223529412,72.94,"['other cellular processes', 'other metabolic processes', 'protein binding', 'chromatin binding', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'DNA binding', 'nucleic acid binding']","['histone binding', 'nucleus', 'nucleus', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding', 'nucleus', 'chromatin binding', 'positive regulation of transcription by RNA polymerase II']",736,AT3G53680,AT2G37520,736,AT2G37520,AT2G37520,at2g37520,7.0,84.48125001,260.298604,0.663,0.223529412,72.94,"['other cellular processes', 'other metabolic processes', 'protein binding', 'chromatin binding', 'nucleobase-containing compound metabolic process', 'biosynthetic process', 'nucleus', 'DNA binding', 'nucleic acid binding']","['nucleus', 'nucleus', 'histone binding', 'chromatin binding', 'positive regulation of transcription by RNA polymerase II', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding']",7.0,0.663,0.6280930862613784,2.399679151948122
112,737,AT1G30500,AT2G34720,737,AT1G30500,nf-ya7,nf-ya7,8.0,83.6641778,887.4634448,0.5955,0.288329135,70.81,"['other cellular processes', 'other metabolic processes', 'protein binding', 'DNA-binding transcription factor activity', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus']","['DNA-binding transcription factor activity, RNA polymerase II-specific', 'negative regulation of DNA-templated transcription', 'protein binding', 'nucleus', 'DNA-binding transcription factor activity', 'protein binding', 'nucleus', 'regulation of transcription by RNA polymerase II']",737,AT1G30500,AT2G34720,737,AT2G34720,nf-ya4,nf-ya4,,,,,,,"['other cellular processes', 'other metabolic processes', 'protein binding', 'DNA-binding transcription factor activity', 'anatomical structure development', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus']","['CCAAT-binding factor complex', 'nucleus', 'protein binding', 'nucleus', 'nucleus', 'regulation of transcription by RNA polymerase II', 'nucleus', 'regulation of timing of transition from vegetative to reproductive phase', 'DNA-binding transcription factor activity', 'protein binding', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'negative regulation of DNA-templated transcription']",,,,
113,738,AT1G33990,AT4G09900,738,AT1G33990,atmes14,"atmes14,mes14",20.0,696.2699198,2523.675934,0.9357,0.080688255,88.89,"['other cellular processes', 'other metabolic processes', 'plasma membrane', 'hydrolase activity', 'nucleus']","['jasmonic acid metabolic process', 'methyl jasmonate esterase activity', 'plasma membrane', 'nucleus', 'methyl salicylate esterase activity', 'plasma membrane', 'methyl indole-3-acetate esterase activity', 'salicylic acid metabolic process']",738,AT1G33990,AT4G09900,738,AT4G09900,atmes12,"atmes12,mes12",20.0,93.45854903,392.0201353,0.9357,0.080688255,86.25,"['other cellular processes', 'other metabolic processes', 'hydrolase activity', 'cytoplasm']","['jasmonic acid metabolic process', 'salicylic acid metabolic process', 'methyl jasmonate esterase activity', 'methyl indole-3-acetate esterase activity', 'cytoplasm', 'methyl salicylate esterase activity']",20.0,0.9357,7.450039905675176,6.437618139355813
114,739,AT5G55090,AT4G26890,739,AT5G55090,mapkkk15,mapkkk15,293.0,6.995225974,46.97325474,0.7645,0.326487901,63.54,"['other cellular processes', 'other metabolic processes', 'kinase activity', 'signal transduction', 'catalytic activity', 'nucleus', 'transferase activity']","['nucleus', 'protein phosphorylation', 'signal transduction', 'protein kinase activity']",739,AT5G55090,AT4G26890,739,AT4G26890,mapkkk16,mapkkk16,293.0,9.511321177,51.84816413,0.7771,0.321194184,63.74,"['other cellular processes', 'other metabolic processes', 'kinase activity', 'protein binding', 'signal transduction', 'catalytic activity', 'nucleus', 'transferase activity']","['protein autophosphorylation', 'protein phosphorylation', 'protein serine/threonine kinase activity', 'protein binding', 'protein phosphorylation', 'protein kinase binding', 'nucleus', 'protein kinase activity', 'protein kinase activity', 'signal transduction']",293.0,,0.735463122716921,0.9059772034015122
115,740,AT1G21060,AT1G76620,740,AT1G21060,AT1G21060,at1g21060,15.0,44.78298902,170.5278811,1.0229,0.256036758,60.04,"['other cellular processes', 'other metabolic processes', 'nucleus', 'chloroplast', 'unknown molecular functions']","['molecular_function_unknown', 'carboxylic acid metabolic process', 'nucleus', 'chloroplast', 'nucleus']",740,AT1G21060,AT1G76620,740,AT1G76620,AT1G76620,at1g76620,15.0,98.77766237,253.9523106,1.0229,0.256036758,63.89,"['other cellular processes', 'carbohydrate metabolic process', 'other metabolic processes', 'biosynthetic process', 'growth', 'unknown molecular functions', 'lipid metabolic process', 'cell differentiation']","['isoprenoid biosynthetic process', 'flavonoid biosynthetic process', 'plant-type cell wall organization or biogenesis', 'macromolecule biosynthetic process', 'polysaccharide metabolic process', 'flavonoid metabolic process', 'cell fate commitment', 'pigment metabolic process', 'organic hydroxy compound biosynthetic process', 'cell wall organization or biogenesis', 'developmental growth', 'molecular_function_unknown', 'cell differentiation', 'pigment biosynthetic process']",15.0,1.0229,0.453371622141173,0.6714956863243441
116,741,AT1G52190,AT3G16180,741,AT1G52190,atnpf1.2,"atnpf1.2,npf1.2,nrt1.11",53.0,860.4891541,6701.362434,0.8877,0.154894672,78.4,"['other cellular processes', 'plasma membrane', 'transporter activity', 'nucleus', 'transport']","['low-affinity nitrate transmembrane transporter activity', 'plasma membrane', 'transmembrane transporter activity', 'transmembrane transport', 'nucleus', 'nucleus', 'nitrate transmembrane transport']",741,AT1G52190,AT3G16180,741,AT3G16180,nrt1.12,nrt1.12,53.0,372.9856495,3020.485342,0.8877,0.154894672,78.4,"['other cellular processes', 'transport', 'plasma membrane', 'transporter activity']","['nitrate transmembrane transport', 'transmembrane transport', 'plasma membrane', 'low-affinity nitrate transmembrane transporter activity', 'transmembrane transporter activity']",53.0,0.8877,2.3070301907151523,2.21863762780677
117,742,AT3G03480,AT5G17540,742,AT3G03480,chat,chat,59.0,4.057635153,413.9671752,1.0204,0.248921991,63.86,"['other cellular processes', 'other metabolic processes', 'lipid metabolic process', 'transferase activity']","['acyltransferase activity, transferring groups other than amino-acyl groups', 'green leaf volatile biosynthetic process', 'acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase activity', 'acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase activity']",742,AT3G03480,AT5G17540,742,AT5G17540,AT5G17540,at5g17540,,,,,,,"['response to chemical', 'cytoplasm', 'transferase activity']","['response to lipid', 'cytoplasm', 'acyltransferase activity, transferring groups other than amino-acyl groups']",,,,
118,743,AT3G25250,AT4G13000,743,AT3G25250,agc2,"agc2,agc2-1,atoxi1,oxi1",35.0,19.99289296,400.5374123,0.9786,0.187819334,72.16,"['other cellular processes', 'other metabolic processes', 'response to chemical', 'kinase activity', 'plasma membrane', 'protein binding', 'response to stress', 'catalytic activity', 'cell death', 'nucleus', 'cytoplasm', 'response to abiotic stimulus', 'transferase activity']","['protein phosphorylation', 'protein kinase activity', 'response to oxidative stress', 'protein phosphorylation', 'plasma membrane', 'kinase activity', 'protein serine/threonine kinase activity', 'nucleus', 'response to wounding', 'protein binding', 'cytoplasm', 'protein binding', 'protein kinase binding', 'positive regulation of apoptotic process', 'cellular response to hypoxia']",743,AT3G25250,AT4G13000,743,AT4G13000,AT4G13000,at4g13000,35.0,12.94300587,132.4497888,0.9786,0.187819334,70.54,"['other cellular processes', 'other metabolic processes', 'plasma membrane', 'kinase activity', 'catalytic activity', 'cytoplasm', 'nucleus', 'transferase activity']","['plasma membrane', 'nucleus', 'cytoplasm', 'kinase activity', 'protein phosphorylation', 'protein autophosphorylation', 'protein serine/threonine kinase activity', 'protein serine/threonine kinase activity', 'nucleus']",35.0,0.9786,1.5446870039934548,3.0240698451004255
119,744,AT3G15950,AT1G52410,744,AT3G15950,nai2,nai2,3.0,12.79604504,9806.448909,0.8724,0.333677212,56.02,"['protein binding', 'other cellular components', 'other intracellular components', 'nucleus', 'cytoplasm', 'chloroplast', 'cellular component organization', 'peroxisome']","['chloroplast', 'nucleus', 'peroxisome', 'peroxisome', 'ER body', 'peroxisome', 'chloroplast', 'plasmodesma', 'ER body organization', 'chloroplast', 'protein binding', 'chloroplast', 'secretory vesicle']",744,AT3G15950,AT1G52410,744,AT1G52410,attsa1,"attsa1,tsa1",3.0,451.3524917,4373.394723,0.8724,0.333677212,55.34,"['vacuole', 'response to external stimulus', 'response to biotic stimulus', 'response to light stimulus', 'protein binding', 'post-embryonic development', 'response to stress', 'other intracellular components', 'other membranes', 'other binding', 'plastid', 'cytoplasm', 'nucleus', 'thylakoid', 'chloroplast', 'peroxisome']","['secretory vesicle', 'calcium ion binding', 'plant-type vacuole', 'defense response to fungus', 'peroxisome', 'plant-type vacuole', 'nucleus', 'peroxisome', 'chloroplast', 'peroxisome', 'protein binding', 'chloroplast thylakoid membrane', 'photomorphogenesis', 'peroxisome']",3.0,0.8724,0.02835044732289887,2.242296780902756
120,745,AT3G25780,AT1G13280,745,AT3G25780,aoc3,aoc3,4.0,133.7186574,2400.219964,0.7026,0.221463137,77.46,"['other cellular processes', 'other metabolic processes', 'response to external stimulus', 'vacuole', 'response to biotic stimulus', 'plasma membrane', 'catalytic activity', 'biosynthetic process', 'chloroplast']","['jasmonic acid biosynthetic process', 'chloroplast', 'response to fungus', 'allene-oxide cyclase activity', 'plant-type vacuole', 'plasma membrane', 'plasma membrane']",745,AT3G25780,AT1G13280,745,AT1G13280,aoc4,aoc4,4.0,520.2120791,2697.325642,0.7026,0.221463137,76.86,"['other cellular processes', 'other metabolic processes', 'plasma membrane', 'catalytic activity', 'biosynthetic process', 'mitochondrion', 'chloroplast', 'extracellular region']","['chloroplast', 'chloroplast', 'mitochondrion', 'jasmonic acid biosynthetic process', 'allene-oxide cyclase activity', 'extracellular region', 'plasma membrane', 'jasmonic acid biosynthetic process']",4.0,0.7026,0.25704642927811633,0.8898517578397752
121,750,AT1G55890,AT3G13160,750,AT1G55890,AT1G55890,at1g55890,212.0,683.9302295,2029.247316,0.7056,0.315759637,66.75,"['other cellular processes', 'other metabolic processes', 'DNA metabolic process', 'cell cycle', 'nucleobase-containing compound metabolic process', 'RNA binding', 'mitochondrion']","['RNA metabolic process', 'mitochondrion', 'cell cycle', 'DNA metabolic process', 'mRNA binding', 'mitochondrion', 'cellular component biogenesis']",750,AT1G55890,AT3G13160,750,AT3G13160,AT3G13160,at3g13160,212.0,205.4322871,647.3884758,0.7056,0.315759637,65.5,"['unknown biological processes', 'cytosol', 'RNA binding', 'mitochondrion']","['mitochondrion', 'mitochondrion', 'mRNA binding', 'cytosol', 'mRNA binding', 'biological_process_unknown', 'mitochondrion', 'mitochondrion']",212.0,0.7056,3.329224627514747,3.134512571439258
122,753,AT5G62575,AT3G47833,753,AT5G62575,sdh7,"sdh7,sdh7b",2.0,599.613001,1267.363811,0.6817,0.152119701,71.88,"['other metabolic processes', 'other intracellular components', 'other membranes', 'generation of precursor metabolites and energy', 'plastid', 'mitochondrion', 'chloroplast', 'other molecular functions']","['mitochondrion', 'chloroplast', 'mitochondrion', 'chloroplast', 'protein-membrane adaptor activity', 'tricarboxylic acid cycle', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'plastid', 'respiratory chain complex II']",753,AT5G62575,AT3G47833,753,AT3G47833,sdh7,"sdh7,sdh7a",2.0,1366.816294,3609.216648,0.6817,0.152119701,71.88,"['other metabolic processes', 'other intracellular components', 'other membranes', 'generation of precursor metabolites and energy', 'cytosol', 'mitochondrion', 'unknown molecular functions']","['molecular_function_unknown', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'mitochondrion', 'tricarboxylic acid cycle', 'cytosol', 'respiratory chain complex II']",2.0,0.6817,0.4386931906154172,0.35114650479690457
123,754,AT5G61590,AT5G07580,754,AT5G61590,AT5G61590,at5g61590,3.0,1327.973809,6736.638647,1.036,0.16496139,79.03,"['other cellular processes', 'other metabolic processes', 'response to chemical', 'DNA-binding transcription factor activity', 'response to stress', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'DNA binding', 'response to abiotic stimulus', 'nucleus', 'secondary metabolic process', 'nucleic acid binding']","['transcription cis-regulatory region binding', 'transcription cis-regulatory region binding', 'transcription cis-regulatory region binding', 'positive regulation of DNA-templated transcription', 'regulation of DNA-templated transcription', 'transcription cis-regulatory region binding', 'response to water deprivation', 'transcription cis-regulatory region binding', 'DNA-binding transcription factor activity', 'nucleus', 'DNA-binding transcription factor activity', 'glucosinolate metabolic process', 'transcription cis-regulatory region binding', 'transcription cis-regulatory region binding', 'negative regulation of wax biosynthetic process', 'transcription cis-regulatory region binding', 'nucleus']",754,AT5G61590,AT5G07580,754,AT5G07580,AT5G07580,at5g07580,3.0,489.996406,2342.721755,1.036,0.16496139,79.37,"['other cellular processes', 'other metabolic processes', 'response to chemical', 'response to endogenous stimulus', 'DNA-binding transcription factor activity', 'other intracellular components', 'signal transduction', 'biosynthetic process', 'nucleobase-containing compound metabolic process', 'nucleus']","['nucleus', 'DNA-binding transcription factor activity', 'DNA-binding transcription factor activity', 'regulation of DNA-templated transcription', 'intracellular anatomical structure', 'ethylene-activated signaling pathway', 'DNA-binding transcription factor activity']",3.0,1.036,2.7101705088832837,2.8755607159160905
