locus|CommonName
AT1G36580|AT1G36580
AT1G36590|AT1G36590
AT1G36600|AT1G36600
AT1G36605|AT1G36605
AT1G36610|AT1G36610
AT1G36620|AT1G36620
AT1G36622|AT1G36622
AT1G36630|AT1G36630
AT1G36640|AT1G36640
AT1G36670|AT1G36670
AT1G36675|AT1G36675
AT1G36680|AT1G36680
AT1G36720|AT1G36720
AT1G36732|AT1G36732
AT1G36770|AT1G36770
AT1G36795|AT1G36795
AT1G36920|AT1G36920
AT1G36922|AT1G36922
AT1G36927|AT1G36927
AT1G36940|AT1G36940
AT1G36950|AT1G36950
AT1G36980|AT1G36980
AT1G36990|AT1G36990
AT1G37000|AT1G37000
AT1G37015|AT1G37015
AT1G37037|AT1G37037
AT1G37057|AT1G37057
AT1G37060|AT1G37060
AT1G37100|AT1G37100
AT1G37110|AT1G37110
AT1G37113|AT1G37113
AT1G37160|AT1G37160
AT1G37180|AT1G37180
AT1G37200|AT1G37200
AT1G37340|AT1G37340
AT1G37603|AT1G37603
AT1G37735|AT1G37735
AT1G37999|AT1G37999
AT1G38065|AT1G38065
AT1G38131|AT1G38131
AT1G38140|AT1G38140
AT1G38185|AT1G38185
AT1G38194|AT1G38194
AT1G38423|AT1G38423
AT1G38430|AT1G38430
AT1G38450|AT1G38450
AT1G38950|AT1G38950
AT1G39110|AT1G39110
AT1G39270|AT1G39270
AT1G40075|AT1G40075
AT1G40095|AT1G40095
AT1G40101|AT1G40101
AT1G40105|AT1G40105
AT1G40115|AT1G40115
AT1G40119|AT1G40119
AT1G40121|AT1G40121
AT1G40125|AT1G40125
AT1G40230|AT1G40230
AT1G40310|AT1G40310
AT1G41690|AT1G41690
AT1G41720|AT1G41720
AT1G41726|AT1G41726
AT1G41797|AT1G41797
AT1G41825|AT1G41825
AT1G41835|AT1G41835
AT1G41840|AT1G41840
AT1G41870|AT1G41870
AT1G41875|AT1G41875
AT1G41880|AT1G41880
AT1G41900|AT1G41900
AT1G41930|AT1G41930
AT1G42040|AT1G42040
AT1G42045|AT1G42045
AT1G42050|AT1G42050
AT1G42110|AT1G42110
AT1G42130|AT1G42130
AT1G42140|AT1G42140
AT1G42230|AT1G42230
AT1G42240|AT1G42240
AT1G42260|AT1G42260
AT1G42310|AT1G42310
AT1G42360|AT1G42360
AT1G42365|AT1G42365
AT1G42367|AT1G42367
AT1G42370|AT1G42370
AT1G42377|AT1G42377
AT1G42430|AT1G42430
AT1G42440|AT1G42440
AT1G42470|AT1G42470
AT1G42480|AT1G42480
AT1G42500|AT1G42500
AT1G42510|AT1G42510
AT1G42520|AT1G42520
AT1G42580|AT1G42580
AT1G42620|AT1G42620
AT1G42650|AT1G42650
AT1G42680|AT1G42680
AT1G42695|AT1G42695
AT1G42700|AT1G42700
AT1G42705|AT1G42705
AT1G42710|AT1G42710
AT1G42727|AT1G42727
AT1G42745|AT1G42745
AT1G42888|AT1G42888
AT1G42924|AT1G42924
AT1G42960|AT1G42960
AT1G42980|AT1G42980
AT1G43000|AT1G43000
AT1G43020|AT1G43020
AT1G43030|AT1G43030
AT1G43140|AT1G43140
AT1G43205|AT1G43205
AT1G43245|AT1G43245
AT1G43250|AT1G43250
AT1G43260|AT1G43260
AT1G43270|AT1G43270
AT1G43310|AT1G43310
AT1G43502|AT1G43502
AT1G43580|AT1G43580
AT1G43590|AT1G43590
AT1G43600|AT1G43600
AT1G43610|AT1G43610
AT1G43630|AT1G43630
AT1G43666|AT1G43666
AT1G43675|AT1G43675
AT1G43680|AT1G43680
AT1G43690|AT1G43690
AT1G43723|AT1G43723
AT1G43740|AT1G43740
AT1G43745|AT1G43745
AT1G43750|AT1G43750
AT1G43770|AT1G43770
AT1G43775|AT1G43775
AT1G43777|AT1G43777
AT1G43785|AT1G43785
AT1G43810|AT1G43810
AT1G43830|AT1G43830
AT1G43860|AT1G43860
AT1G43870|AT1G43870
AT1G43880|AT1G43880
AT1G43883|AT1G43883
AT1G43886|AT1G43886
AT1G43900|AT1G43900
AT1G43910|AT1G43910
AT1G43930|AT1G43930
AT1G43950|AT1G43950
AT1G43980|AT1G43980
AT1G43990|AT1G43990
AT1G44000|AT1G44000
AT1G44030|AT1G44030
AT1G44060|AT1G44060
AT1G44130|AT1G44130
AT1G44160|AT1G44160
AT1G44180|AT1G44180
AT1G44318|AT1G44318
AT1G44414|AT1G44414
AT1G44478|AT1G44478
AT1G44510|AT1G44510
AT1G44542|AT1G44542
AT1G44608|AT1G44608
AT1G44674|AT1G44674
AT1G44740|AT1G44740
AT1G44760|AT1G44760
AT1G44770|AT1G44770
AT1G44780|AT1G44780
AT1G44790|AT1G44790
AT1G44810|AT1G44810
AT1G44820|AT1G44820
AT1G44830|AT1G44830
AT1G44835|AT1G44835
AT1G44840|AT1G44840
AT1G44870|AT1G44870
AT1G44875|AT1G44875
AT1G44880|AT1G44880
AT1G44890|AT1G44890
AT1G44920|AT1G44920
AT1G44935|AT1G44935
AT1G44960|AT1G44960
AT1G44970|AT1G44970
AT1G45000|AT1G45000
AT1G45010|AT1G45010
AT1G45020|AT1G45020
AT1G45063|AT1G45063
AT1G45110|AT1G45110
AT1G45120|AT1G45120
AT1G45140|AT1G45140
AT1G45150|AT1G45150
AT1G45160|AT1G45160
AT1G45163|AT1G45163
AT1G45170|AT1G45170
AT1G45180|AT1G45180
AT1G45207|AT1G45207
AT1G45229|AT1G45229
AT1G45230|AT1G45230
AT1G45231|AT1G45231
AT1G45243|AT1G45243
AT1G45248|AT1G45248
AT1G45332|AT1G45332
AT1G45545|AT1G45545
AT1G45688|AT1G45688
AT1G45832|AT1G45832
AT1G46120|AT1G46120
AT1G46552|AT1G46552
AT1G46624|AT1G46624
AT1G46696|AT1G46696
AT1G46840|AT1G46840
AT1G46984|AT1G46984
AT1G47220|AT1G47220
AT1G47265|AT1G47265
AT1G47271|AT1G47271
AT1G47278|AT1G47278
AT1G47280|AT1G47280
AT1G47310|AT1G47310
AT1G47320|AT1G47320
AT1G47330|AT1G47330
AT1G47340|AT1G47340
AT1G47350|AT1G47350
AT1G47360|AT1G47360
AT1G47370|AT1G47370
AT1G47380|AT1G47380
AT1G47395|AT1G47395
AT1G47400|AT1G47400
AT1G47405|AT1G47405
AT1G47410|AT1G47410
AT1G47435|AT1G47435
AT1G47480|AT1G47480
AT1G47495|AT1G47495
AT1G47497|AT1G47497
AT1G47520|AT1G47520
AT1G47530|AT1G47530
AT1G47565|AT1G47565
AT1G47570|AT1G47570
AT1G47578|AT1G47578
AT1G47600|AT1G47600
AT1G47610|AT1G47610
AT1G47620|AT1G47620
AT1G47640|AT1G47640
AT1G47655|AT1G47655
AT1G47670|AT1G47670
AT1G47740|AT1G47740
AT1G47770|AT1G47770
AT1G47813|AT1G47813
AT1G47816|AT1G47816
AT1G47820|AT1G47820
AT1G47830|AT1G47830
AT1G47860|AT1G47860
AT1G47885|AT1G47885
AT1G47900|AT1G47900
AT1G47915|AT1G47915
AT1G47920|AT1G47920
AT1G47940|AT1G47940
AT1G47950|AT1G47950
AT1G47970|AT1G47970
AT1G47980|AT1G47980
AT1G47990|AT1G47990
AT1G48010|AT1G48010
AT1G48040|AT1G48040
AT1G48060|AT1G48060
AT1G48090|AT1G48090
AT1G48095|AT1G48095
AT1G48100|AT1G48100
AT1G48120|AT1G48120
AT1G48130|AT1G48130
AT1G48145|AT1G48145
AT1G48150|AT1G48150
AT1G48160|AT1G48160
AT1G48170|AT1G48170
AT1G48180|AT1G48180
AT1G48195|AT1G48195
AT1G48200|AT1G48200
AT1G48210|AT1G48210
AT1G48220|AT1G48220
AT1G48230|AT1G48230
AT1G48250|AT1G48250
AT1G48280|AT1G48280
AT1G48325|AT1G48325
AT1G48330|AT1G48330
AT1G48360|AT1G48360
AT1G48390|AT1G48390
AT1G48400|AT1G48400
AT1G48405|AT1G48405
AT1G48430|AT1G48430
AT1G48440|AT1G48440
AT1G48450|AT1G48450
AT1G48460|AT1G48460
AT1G48490|AT1G48490
AT1G48510|AT1G48510
AT1G48530|AT1G48530
AT1G48540|AT1G48540
AT1G48550|AT1G48550
AT1G48560|AT1G48560
AT1G48570|AT1G48570
AT1G48580|AT1G48580
AT1G48590|AT1G48590
AT1G48598|AT1G48598
AT1G48600|AT1G48600
AT1G48610|AT1G48610
AT1G48640|AT1G48640
AT1G48650|AT1G48650
AT1G48710|AT1G48710
AT1G48720|AT1G48720
AT1G48730|AT1G48730
AT1G48740|AT1G48740
AT1G48745|AT1G48745
AT1G48770|AT1G48770
AT1G48780|AT1G48780
AT1G48820|AT1G48820
AT1G48830|AT1G48830
AT1G48840|AT1G48840
AT1G48860|AT1G48860
AT1G48870|AT1G48870
AT1G48890|AT1G48890
AT1G48900|AT1G48900
AT1G48910|AT1G48910
AT1G48950|AT1G48950
AT1G48953|AT1G48953
AT1G48960|AT1G48960
AT1G48970|AT1G48970
AT1G48980|AT1G48980
AT1G48990|AT1G48990
AT1G49000|AT1G49000
AT1G49010|AT1G49010
AT1G49030|AT1G49030
AT1G49032|AT1G49032
AT1G49050|AT1G49050
AT1G49070|AT1G49070
AT1G49080|AT1G49080
AT1G49090|AT1G49090
AT1G49100|AT1G49100
AT1G49140|AT1G49140
AT1G49150|AT1G49150
AT1G49170|AT1G49170
AT1G49180|AT1G49180
AT1G49190|AT1G49190
AT1G49200|AT1G49200
AT1G49210|AT1G49210
AT1G49220|AT1G49220
AT1G49245|AT1G49245
AT1G49250|AT1G49250
AT1G49260|AT1G49260
AT1G49270|AT1G49270
AT1G49290|AT1G49290
AT1G49310|AT1G49310
AT1G49330|AT1G49330
AT1G49350|AT1G49350
AT1G49360|AT1G49360
AT1G49380|AT1G49380
AT1G49390|AT1G49390
AT1G49405|AT1G49405
AT1G49420|AT1G49420
AT1G49450|AT1G49450
AT1G49470|AT1G49470
AT1G49475|AT1G49475
AT1G49490|AT1G49490
AT1G49500|AT1G49500
AT1G49520|AT1G49520
AT1G49550|AT1G49550
AT1G49560|AT1G49560
AT1G49570|AT1G49570
AT1G49580|AT1G49580
AT1G49610|AT1G49610
AT1G49640|AT1G49640
AT1G49650|AT1G49650
AT1G49700|AT1G49700
AT1G49730|AT1G49730
AT1G49740|AT1G49740
AT1G49750|AT1G49750
AT1G49790|AT1G49790
AT1G49830|AT1G49830
AT1G49840|AT1G49840
AT1G49850|AT1G49850
AT1G49870|AT1G49870
AT1G49900|AT1G49900
AT1G49920|AT1G49920
AT1G49930|AT1G49930
AT1G49938|AT1G49938
AT1G49940|AT1G49940
AT1G49960|AT1G49960
AT1G49975|AT1G49975
AT1G49980|AT1G49980
AT1G49990|AT1G49990
AT1G50000|AT1G50000
AT1G50020|AT1G50020
AT1G50040|AT1G50040
AT1G50050|AT1G50050
AT1G50060|AT1G50060
AT1G50080|AT1G50080
AT1G50090|AT1G50090
AT1G50110|AT1G50110
AT1G50120|AT1G50120
AT1G50140|AT1G50140
AT1G50180|AT1G50180
AT1G50190|AT1G50190
AT1G50270|AT1G50270
AT1G50280|AT1G50280
AT1G50290|AT1G50290
AT1G50350|AT1G50350
AT1G50380|AT1G50380
AT1G50390|AT1G50390
AT1G50400|AT1G50400
AT1G50410|AT1G50410
AT1G50440|AT1G50440
AT1G50450|AT1G50450
AT1G50470|AT1G50470
AT1G50510|AT1G50510
AT1G50530|AT1G50530
AT1G50570|AT1G50570
AT1G50575|AT1G50575
AT1G50580|AT1G50580
AT1G50590|AT1G50590
AT1G50620|AT1G50620
AT1G50630|AT1G50630
AT1G50650|AT1G50650
AT1G50660|AT1G50660
AT1G50670|AT1G50670
AT1G50680|AT1G50680
AT1G50690|AT1G50690
AT1G50730|AT1G50730
AT1G50732|AT1G50732
AT1G50735|AT1G50735
AT1G50740|AT1G50740
AT1G50750|AT1G50750
AT1G50760|AT1G50760
AT1G50770|AT1G50770
AT1G50780|AT1G50780
AT1G50790|AT1G50790
AT1G50810|AT1G50810
AT1G50820|AT1G50820
AT1G50830|AT1G50830
AT1G50850|AT1G50850
AT1G50890|AT1G50890
AT1G50910|AT1G50910
AT1G50920|AT1G50920
AT1G50930|AT1G50930
AT1G50950|AT1G50950
AT1G50960|AT1G50960
AT1G50970|AT1G50970
AT1G50990|AT1G50990
AT1G51030|AT1G51030
AT1G51035|AT1G51035
AT1G51040|AT1G51040
AT1G51055|AT1G51055
AT1G51080|AT1G51080
AT1G51085|AT1G51085
AT1G51090|AT1G51090
AT1G51110|AT1G51110
AT1G51130|AT1G51130
AT1G51160|AT1G51160
AT1G51200|AT1G51200
AT1G51270|AT1G51270
AT1G51300|AT1G51300
AT1G51310|AT1G51310
AT1G51320|AT1G51320
AT1G51330|AT1G51330
AT1G51340|AT1G51340
AT1G51350|AT1G51350
AT1G51355|AT1G51355
AT1G51370|AT1G51370
AT1G51380|AT1G51380
AT1G51400|AT1G51400
AT1G51402|AT1G51402
AT1G51405|AT1G51405
AT1G51410|AT1G51410
AT1G51430|AT1G51430
AT1G51470|AT1G51470
AT1G51520|AT1G51520
AT1G51530|AT1G51530
AT1G51538|AT1G51538
AT1G51540|AT1G51540
AT1G51550|AT1G51550
AT1G51560|AT1G51560
AT1G51570|AT1G51570
AT1G51580|AT1G51580
AT1G51610|AT1G51610
AT1G51620|AT1G51620
AT1G51650|AT1G51650
AT1G51670|AT1G51670
AT1G51720|AT1G51720
AT1G51730|AT1G51730
AT1G51745|AT1G51745
AT1G51750|AT1G51750
AT1G51770|AT1G51770
AT1G51790|AT1G51790
AT1G51805|AT1G51805
AT1G51810|AT1G51810
AT1G51820|AT1G51820
AT1G51830|AT1G51830
AT1G51840|AT1G51840
AT1G51850|AT1G51850
AT1G51860|AT1G51860
AT1G51870|AT1G51870
AT1G51890|AT1G51890
AT1G51900|AT1G51900
AT1G51913|AT1G51913
AT1G51915|AT1G51915
AT1G51920|AT1G51920
AT1G51930|AT1G51930
AT1G51980|AT1G51980
AT1G51990|AT1G51990
AT1G52000|AT1G52000
AT1G52050|AT1G52050
AT1G52070|AT1G52070
AT1G52110|AT1G52110
AT1G52120|AT1G52120
AT1G52130|AT1G52130
AT1G52140|AT1G52140
AT1G52155|AT1G52155
AT1G52191|AT1G52191
AT1G52200|AT1G52200
AT1G52210|AT1G52210
AT1G52270|AT1G52270
AT1G52300|AT1G52300
AT1G52310|AT1G52310
AT1G52315|AT1G52315
AT1G52320|AT1G52320
AT1G52325|AT1G52325
AT1G52330|AT1G52330
AT1G52342|AT1G52342
AT1G52343|AT1G52343
AT1G52360|AT1G52360
AT1G52370|AT1G52370
AT1G52380|AT1G52380
AT1G52390|AT1G52390
AT1G52420|AT1G52420
AT1G52430|AT1G52430
AT1G52440|AT1G52440
AT1G52450|AT1G52450
AT1G52470|AT1G52470
AT1G52490|AT1G52490
AT1G52510|AT1G52510
AT1G52530|AT1G52530
AT1G52540|AT1G52540
AT1G52550|AT1G52550
AT1G52560|AT1G52560
AT1G52565|AT1G52565
AT1G52590|AT1G52590
AT1G52600|AT1G52600
AT1G52618|AT1G52618
AT1G52620|AT1G52620
AT1G52630|AT1G52630
AT1G52640|AT1G52640
AT1G52650|AT1G52650
AT1G52660|AT1G52660
AT1G52670|AT1G52670
AT1G52700|AT1G52700
AT1G52710|AT1G52710
AT1G52720|AT1G52720
AT1G52730|AT1G52730
AT1G52750|AT1G52750
AT1G52770|AT1G52770
AT1G52780|AT1G52780
AT1G52790|AT1G52790
AT1G52800|AT1G52800
AT1G52810|AT1G52810
AT1G52820|AT1G52820
AT1G52825|AT1G52825
AT1G52855|AT1G52855
AT1G52857|AT1G52857
AT1G52870|AT1G52870
AT1G52900|AT1G52900
AT1G52905|AT1G52905
AT1G52910|AT1G52910
AT1G52930|AT1G52930
AT1G52950|AT1G52950
AT1G52970|AT1G52970
AT1G52990|AT1G52990
AT1G53010|AT1G53010
AT1G53023|AT1G53023
AT1G53025|AT1G53025
AT1G53030|AT1G53030
AT1G53035|AT1G53035
AT1G53040|AT1G53040
AT1G53050|AT1G53050
AT1G53060|AT1G53060
AT1G53070|AT1G53070
AT1G53080|AT1G53080
AT1G53100|AT1G53100
AT1G53110|AT1G53110
AT1G53120|AT1G53120
AT1G53130|AT1G53130
AT1G53163|AT1G53163
AT1G53180|AT1G53180
AT1G53190|AT1G53190
AT1G53200|AT1G53200
AT1G53250|AT1G53250
AT1G53260|AT1G53260
AT1G53265|AT1G53265
AT1G53290|AT1G53290
AT1G53330|AT1G53330
AT1G53340|AT1G53340
AT1G53345|AT1G53345
AT1G53350|AT1G53350
AT1G53360|AT1G53360
AT1G53370|AT1G53370
AT1G53380|AT1G53380
AT1G53400|AT1G53400
AT1G53420|AT1G53420
AT1G53430|AT1G53430
AT1G53440|AT1G53440
AT1G53450|AT1G53450
AT1G53460|AT1G53460
AT1G53530|AT1G53530
AT1G53540|AT1G53540
AT1G53541|AT1G53541
AT1G53542|AT1G53542
AT1G53543|AT1G53543
AT1G53550|AT1G53550
AT1G53560|AT1G53560
AT1G53600|AT1G53600
AT1G53610|AT1G53610
AT1G53620|AT1G53620
AT1G53625|AT1G53625
AT1G53630|AT1G53630
AT1G53633|AT1G53633
AT1G53635|AT1G53635
AT1G53640|AT1G53640
AT1G53645|AT1G53645
AT1G53660|AT1G53660
AT1G53690|AT1G53690
AT1G53708|AT1G53708
AT1G53710|AT1G53710
AT1G53760|AT1G53760
AT1G53770|AT1G53770
AT1G53780|AT1G53780
AT1G53785|AT1G53785
AT1G53790|AT1G53790
AT1G53800|AT1G53800
AT1G53820|AT1G53820
AT1G53860|AT1G53860
AT1G53870|AT1G53870
AT1G53880|AT1G53880
AT1G53885|AT1G53885
AT1G53887|AT1G53887
AT1G53903|AT1G53903
AT1G53935|AT1G53935
AT1G53950|AT1G53950
AT1G53970|AT1G53970
AT1G53980|AT1G53980
AT1G54020|AT1G54020
AT1G54050|AT1G54050
AT1G54070|AT1G54070
AT1G54095|AT1G54095
AT1G54110|AT1G54110
AT1G54120|AT1G54120
AT1G54200|AT1G54200
AT1G54215|AT1G54215
AT1G54217|AT1G54217
AT1G54220|AT1G54220
AT1G54230|AT1G54230
AT1G54260|AT1G54260
AT1G54280|AT1G54280
AT1G54290|AT1G54290
AT1G54300|AT1G54300
AT1G54310|AT1G54310
AT1G54320|AT1G54320
AT1G54380|AT1G54380
AT1G54385|AT1G54385
AT1G54400|AT1G54400
AT1G54420|AT1G54420
AT1G54430|AT1G54430
AT1G54440|AT1G54440
AT1G54450|AT1G54450
AT1G54460|AT1G54460
AT1G54500|AT1G54500
AT1G54520|AT1G54520
AT1G54530|AT1G54530
AT1G54540|AT1G54540
AT1G54575|AT1G54575
AT1G54590|AT1G54590
AT1G54610|AT1G54610
AT1G54650|AT1G54650
AT1G54680|AT1G54680
AT1G54700|AT1G54700
AT1G54730|AT1G54730
AT1G54740|AT1G54740
AT1G54750|AT1G54750
AT1G54770|AT1G54770
AT1G54790|AT1G54790
AT1G54820|AT1G54820
AT1G54840|AT1G54840
AT1G54850|AT1G54850
AT1G54860|AT1G54860
AT1G54870|AT1G54870
AT1G54890|AT1G54890
AT1G54920|AT1G54920
AT1G54923|AT1G54923
AT1G54926|AT1G54926
AT1G54930|AT1G54930
AT1G54940|AT1G54940
AT1G54955|AT1G54955
AT1G54980|AT1G54980
AT1G55000|AT1G55000
AT1G55040|AT1G55040
AT1G55050|AT1G55050
AT1G55070|AT1G55070
AT1G55090|AT1G55090
AT1G55140|AT1G55140
AT1G55152|AT1G55152
AT1G55160|AT1G55160
AT1G55170|AT1G55170
AT1G55175|AT1G55175
AT1G55200|AT1G55200
AT1G55205|AT1G55205
AT1G55207|AT1G55207
AT1G55210|AT1G55210
AT1G55220|AT1G55220
AT1G55230|AT1G55230
AT1G55240|AT1G55240
AT1G55265|AT1G55265
AT1G55270|AT1G55270
AT1G55280|AT1G55280
AT1G55340|AT1G55340
AT1G55360|AT1G55360
AT1G55365|AT1G55365
AT1G55380|AT1G55380
AT1G55390|AT1G55390
AT1G55430|AT1G55430
AT1G55440|AT1G55440
AT1G55450|AT1G55450
AT1G55470|AT1G55470
AT1G55475|AT1G55475
AT1G55530|AT1G55530
AT1G55535|AT1G55535
AT1G55546|AT1G55546
AT1G55550|AT1G55550
AT1G55570|AT1G55570
AT1G55580|AT1G55580
AT1G55590|AT1G55590
AT1G55630|AT1G55630
AT1G55640|AT1G55640
AT1G55650|AT1G55650
AT1G55660|AT1G55660
AT1G55675|AT1G55675
AT1G55680|AT1G55680
AT1G55690|AT1G55690
AT1G55700|AT1G55700
AT1G55750|AT1G55750
AT1G55760|AT1G55760
AT1G55770|AT1G55770
AT1G55790|AT1G55790
AT1G55800|AT1G55800
AT1G55820|AT1G55820
AT1G55830|AT1G55830
AT1G55840|AT1G55840
AT1G55880|AT1G55880
AT1G55890|AT1G55890
AT1G55915|AT1G55915
AT1G55928|AT1G55928
AT1G55930|AT1G55930
AT1G55950|AT1G55950
AT1G55960|AT1G55960
AT1G55980|AT1G55980
AT1G55990|AT1G55990
AT1G56000|AT1G56000
AT1G56020|AT1G56020
AT1G56040|AT1G56040
AT1G56045|AT1G56045
AT1G56050|AT1G56050
AT1G56060|AT1G56060
AT1G56080|AT1G56080
AT1G56085|AT1G56085
AT1G56090|AT1G56090
AT1G56100|AT1G56100
AT1G56120|AT1G56120
AT1G56130|AT1G56130
AT1G56140|AT1G56140
AT1G56145|AT1G56145
AT1G56160|AT1G56160
AT1G56180|AT1G56180
AT1G56190|AT1G56190
AT1G56210|AT1G56210
AT1G56220|AT1G56220
AT1G56230|AT1G56230
AT1G56270|AT1G56270
AT1G56290|AT1G56290
AT1G56300|AT1G56300
AT1G56310|AT1G56310
AT1G56320|AT1G56320
AT1G56345|AT1G56345
AT1G56350|AT1G56350
AT1G56360|AT1G56360
AT1G56380|AT1G56380
AT1G56418|AT1G56418
AT1G56420|AT1G56420
AT1G56423|AT1G56423
AT1G56460|AT1G56460
AT1G56520|AT1G56520
AT1G56530|AT1G56530
AT1G56540|AT1G56540
AT1G56553|AT1G56553
AT1G56555|AT1G56555
AT1G56610|AT1G56610
AT1G56620|AT1G56620
AT1G56630|AT1G56630
AT1G56660|AT1G56660
AT1G56670|AT1G56670
AT1G56690|AT1G56690
AT1G56700|AT1G56700
AT1G56710|AT1G56710
AT1G56720|AT1G56720
AT1G57540|AT1G57540
AT1G57570|AT1G57570
AT1G57590|AT1G57590
AT1G57600|AT1G57600
AT1G57610|AT1G57610
AT1G57630|AT1G57630
AT1G57640|AT1G57640
AT1G57650|AT1G57650
AT1G57660|AT1G57660
AT1G57670|AT1G57670
AT1G57690|AT1G57690
AT1G57700|AT1G57700
AT1G57720|AT1G57720
AT1G57730|AT1G57730
AT1G57765|AT1G57765
AT1G57770|AT1G57770
AT1G57780|AT1G57780
AT1G57790|AT1G57790
AT1G57810|AT1G57810
AT1G57830|AT1G57830
AT1G57850|AT1G57850
AT1G57860|AT1G57860
AT1G57906|AT1G57906
AT1G57980|AT1G57980
AT1G58007|AT1G58007
AT1G58020|AT1G58020
AT1G58025|AT1G58025
AT1G58037|AT1G58037
AT1G58060|AT1G58060
AT1G58070|AT1G58070
AT1G58110|AT1G58110
AT1G58140|AT1G58140
AT1G58150|AT1G58150
AT1G58170|AT1G58170
AT1G58220|AT1G58220
AT1G58225|AT1G58225
AT1G58230|AT1G58230
AT1G58235|AT1G58235
AT1G58245|AT1G58245
AT1G58265|AT1G58265
AT1G58280|AT1G58280
AT1G58320|AT1G58320
AT1G58390|AT1G58390
AT1G58400|AT1G58400
AT1G58410|AT1G58410
AT1G58420|AT1G58420
AT1G58460|AT1G58460
AT1G58602|AT1G58602
AT1G58643|AT1G58643
AT1G58684|AT1G58684
AT1G58807|AT1G58807
AT1G58848|AT1G58848
AT1G58889|AT1G58889
AT1G58936|AT1G58936
AT1G58983|AT1G58983
AT1G59030|AT1G59030
AT1G59124|AT1G59124
AT1G59218|AT1G59218
AT1G59265|AT1G59265
AT1G59453|AT1G59453
AT1G59550|AT1G59550
AT1G59630|AT1G59630
AT1G59660|AT1G59660
AT1G59690|AT1G59690
AT1G59710|AT1G59710
AT1G59725|AT1G59725
AT1G59770|AT1G59770
AT1G59780|AT1G59780
AT1G59790|AT1G59790
AT1G59800|AT1G59800
AT1G59850|AT1G59850
AT1G59860|AT1G59860
AT1G59865|AT1G59865
AT1G59910|AT1G59910
AT1G59920|AT1G59920
AT1G59930|AT1G59930
AT1G59950|AT1G59950
AT1G59960|AT1G59960
AT1G59970|AT1G59970
AT1G60000|AT1G60000
AT1G60010|AT1G60010
AT1G60060|AT1G60060
AT1G60070|AT1G60070
AT1G60080|AT1G60080
AT1G60095|AT1G60095
AT1G60110|AT1G60110
AT1G60120|AT1G60120
AT1G60130|AT1G60130
AT1G60160|AT1G60160
AT1G60200|AT1G60200
AT1G60230|AT1G60230
AT1G60280|AT1G60280
AT1G60340|AT1G60340
AT1G60360|AT1G60360
AT1G60380|AT1G60380
AT1G60410|AT1G60410
AT1G60460|AT1G60460
AT1G60500|AT1G60500
AT1G60560|AT1G60560
AT1G60570|AT1G60570
AT1G60590|AT1G60590
AT1G60610|AT1G60610
AT1G60625|AT1G60625
AT1G60630|AT1G60630
AT1G60640|AT1G60640
AT1G60670|AT1G60670
AT1G60680|AT1G60680
AT1G60690|AT1G60690
AT1G60700|AT1G60700
AT1G60720|AT1G60720
AT1G60730|AT1G60730
AT1G60740|AT1G60740
AT1G60750|AT1G60750
AT1G60760|AT1G60760
AT1G60770|AT1G60770
AT1G60783|AT1G60783
AT1G60815|AT1G60815
AT1G60830|AT1G60830
AT1G60880|AT1G60880
AT1G60890|AT1G60890
AT1G60900|AT1G60900
AT1G60970|AT1G60970
AT1G60980|AT1G60980
AT1G60989|AT1G60989
AT1G60990|AT1G60990
AT1G60995|AT1G60995
AT1G61000|AT1G61000
AT1G61030|AT1G61030
AT1G61050|AT1G61050
AT1G61060|AT1G61060
AT1G61065|AT1G61065
AT1G61080|AT1G61080
AT1G61093|AT1G61093
AT1G61095|AT1G61095
AT1G61100|AT1G61100
AT1G61105|AT1G61105
AT1G61150|AT1G61150
AT1G61160|AT1G61160
AT1G61165|AT1G61165
AT1G61170|AT1G61170
AT1G61180|AT1G61180
AT1G61190|AT1G61190
AT1G61200|AT1G61200
AT1G61230|AT1G61230
AT1G61240|AT1G61240
AT1G61255|AT1G61255
AT1G61260|AT1G61260
AT1G61270|AT1G61270
AT1G61280|AT1G61280
AT1G61300|AT1G61300
AT1G61310|AT1G61310
AT1G61320|AT1G61320
AT1G61350|AT1G61350
AT1G61353|AT1G61353
AT1G61360|AT1G61360
AT1G61370|AT1G61370
AT1G61390|AT1G61390
AT1G61400|AT1G61400
AT1G61410|AT1G61410
AT1G61415|AT1G61415
AT1G61420|AT1G61420
AT1G61430|AT1G61430
AT1G61440|AT1G61440
AT1G61450|AT1G61450
AT1G61460|AT1G61460
AT1G61470|AT1G61470
AT1G61475|AT1G61475
AT1G61480|AT1G61480
AT1G61490|AT1G61490
AT1G61500|AT1G61500
AT1G61510|AT1G61510
AT1G61550|AT1G61550
AT1G61563|AT1G61563
AT1G61575|AT1G61575
AT1G61590|AT1G61590
AT1G61600|AT1G61600
AT1G61610|AT1G61610
AT1G61620|AT1G61620
AT1G61630|AT1G61630
AT1G61640|AT1G61640
AT1G61660|AT1G61660
AT1G61667|AT1G61667
AT1G61670|AT1G61670
AT1G61690|AT1G61690
AT1G61700|AT1G61700
AT1G61710|AT1G61710
AT1G61730|AT1G61730
AT1G61740|AT1G61740
AT1G61760|AT1G61760
AT1G61770|AT1G61770
AT1G61780|AT1G61780
AT1G61795|AT1G61795
AT1G61840|AT1G61840
AT1G61850|AT1G61850
AT1G61860|AT1G61860
AT1G61890|AT1G61890
AT1G61900|AT1G61900
AT1G61920|AT1G61920
AT1G61930|AT1G61930
